Date,Emotion
2015-05-02,0.103093
2015-07-25,0.272727
2015-09-05,0.04
2015-10-01,0.15251996666666667
2015-10-03,0.179487
2015-10-10,0.319672
2015-10-13,0.310924
2015-10-14,0.259259
2015-10-29,0.22973
2015-10-30,0.1582225
2015-11-04,0.2219885
2015-11-05,0.21129566666666666
2015-11-06,0.267627
2015-11-07,0.164706
2015-11-08,0.168751
2015-11-09,0.20502375
2015-11-10,0.21189766666666668
2015-11-11,0.1946895
2015-11-12,0.5
2015-11-13,0.1502972
2015-11-14,0.161905
2015-11-15,0.14651150000000002
2015-11-16,0.2427042
2015-11-17,0.191656625
2015-11-18,0.18102883333333333
2015-11-19,0.21454147142857144
2015-11-20,0.237765
2015-11-22,0.20063740000000002
2015-11-23,0.16514
2015-11-24,0.2243674
2015-11-25,0.2147996
2015-11-26,0.1300370142857143
2015-11-27,0.16797135
2015-11-28,0.24
2015-11-29,0.22912775000000002
2015-11-30,0.19663425
2015-12-01,0.16496771666666665
2015-12-02,0.2390636
2015-12-03,0.1994305
2015-12-04,0.225293
2015-12-05,0.24597499999999997
2015-12-06,0.19106766666666666
2015-12-07,0.24542266666666665
2015-12-08,0.18466167
2015-12-09,0.18803550000000002
2015-12-10,0.19470657142857142
2015-12-11,0.19895025
2015-12-12,0.18724305555555557
2015-12-13,0.31
2015-12-14,0.1882905
2015-12-15,0.14604316666666667
2015-12-16,0.16874666666666668
2015-12-17,0.14797033333333334
2015-12-18,0.16818775
2015-12-21,0.229323
2015-12-22,0.18567566666666666
2015-12-23,0.2686805
2015-12-25,0.206522
2015-12-27,0.19357825
2015-12-28,0.252371
2015-12-29,0.157895
2015-12-30,0.18155475
2016-01-01,0.239422
2016-01-03,0.217105
2016-01-04,0.3935405
2016-01-05,0.23391825
2016-01-06,0.249983
2016-01-07,0.26683175000000003
2016-01-08,0.147047
2016-01-11,0.168421
2016-01-12,0.14687733333333333
2016-01-13,0.22105685714285714
2016-01-14,0.2588575
2016-01-15,0.1638178
2016-01-16,0.254902
2016-01-17,0.20332331999999997
2016-01-18,0.193313
2016-01-19,0.1786815125
2016-01-20,0.23228400000000002
2016-01-21,0.1674258333333333
2016-01-22,0.21930480000000002
2016-01-23,0.23357200000000003
2016-01-24,0.1838244
2016-01-25,0.2457136666666667
2016-01-26,0.12723025999999998
2016-01-27,0.3067245
2016-01-28,0.23697100000000001
2016-01-29,0.18994092222222222
2016-01-30,0.167215
2016-01-31,0.146789
2016-02-01,0.22245066666666669
2016-02-02,0.13077
2016-02-03,0.1548696
2016-02-04,0.18068243333333334
2016-02-05,0.15232475
2016-02-06,0.21389680000000003
2016-02-07,0.247661
2016-02-08,0.300569
2016-02-09,0.25395475
2016-02-10,0.2459313333333333
2016-02-11,0.22398625
2016-02-12,0.282738
2016-02-14,0.17655725
2016-02-15,0.17597566666666667
2016-02-16,0.282966
2016-02-17,0.22622033333333333
2016-02-18,0.207843
2016-02-19,0.16304525
2016-02-20,0.153846
2016-02-22,0.19209725
2016-02-23,0.21159119999999998
2016-02-24,0.1666665
2016-02-25,0.20043950000000002
2016-02-26,0.12864485
2016-02-27,0.15722684
2016-02-28,0.118421
2016-02-29,0.182847125
2016-03-01,0.15566733333333335
2016-03-02,0.257143
2016-03-03,0.1618141125
2016-03-04,0.1867188888888889
2016-03-05,0.1962082
2016-03-06,0.21145499999999998
2016-03-07,0.14508700000000002
2016-03-08,0.22842440000000003
2016-03-09,0.17017042857142856
2016-03-10,0.13231885000000002
2016-03-11,0.19262525
2016-03-12,0.18611234
2016-03-15,0.205882
2016-03-16,0.2088830076923077
2016-03-17,0.18904415294117646
2016-03-18,0.2274020111111111
2016-03-19,0.2106077142857143
2016-03-20,0.160599
2016-03-21,0.1900874
2016-03-22,0.167556875
2016-03-23,0.1164341
2016-03-24,0.21143066
2016-03-26,0.155768525
2016-03-27,0.12766
2016-03-28,0.17497566666666667
2016-03-29,0.17102033333333333
2016-03-30,0.3221875
2016-03-31,0.27510500000000004
2016-04-01,0.1446264
2016-04-02,0.18429757142857145
2016-04-03,0.411111
2016-04-04,0.14104766666666668
2016-04-05,0.1813451888888889
2016-04-06,0.3
2016-04-07,0.1771525
2016-04-08,0.1808445
2016-04-10,0.18665975
2016-04-11,0.17706278571428571
2016-04-12,0.3518515
2016-04-13,0.1441289
2016-04-14,0.2036895
2016-04-15,0.18686716666666667
2016-04-16,0.20793971428571428
2016-04-17,0.18034371666666668
2016-04-18,0.17949777777777778
2016-04-19,0.25633332857142854
2016-04-20,0.14601155000000002
2016-04-23,0.24
2016-04-24,0.212121
2016-04-25,0.2205883333333333
2016-04-26,0.221133
2016-04-27,0.1880875
2016-04-28,0.223607
2016-04-29,0.260048
2016-05-01,0.0952381
2016-05-02,0.233865
2016-05-03,0.2164032857142857
2016-05-04,0.152145625
2016-05-05,0.2022351142857143
2016-05-06,0.1648276
2016-05-07,0.15845966666666667
2016-05-09,0.2098304666666667
2016-05-10,0.22498363636363639
2016-05-11,0.280711
2016-05-12,0.1927865
2016-05-13,0.1953562666666667
2016-05-15,0.176471
2016-05-16,0.17468306666666666
2016-05-17,0.1628771
2016-05-18,0.18557357142857142
2016-05-19,0.19793905714285714
2016-05-20,0.18641633333333332
2016-05-21,0.09873755000000001
2016-05-23,0.16136114545454547
2016-05-24,0.275152
2016-05-25,0.13777268571428572
2016-05-26,0.17732475
2016-05-27,0.2623856666666667
2016-05-29,0.1655739111111111
2016-05-30,0.14134799999999997
2016-05-31,0.207905
2016-06-01,0.2081615
2016-06-02,0.13768064
2016-06-03,0.22321833333333332
2016-06-04,0.266634
2016-06-05,0.1167903
2016-06-06,0.17275162
2016-06-07,0.1891652
2016-06-08,0.16021738000000002
2016-06-09,0.2352615
2016-06-10,0.17636033333333334
2016-06-11,0.17023824999999998
2016-06-12,0.1752437
2016-06-13,0.1836756833333333
2016-06-14,0.16407311666666666
2016-06-15,0.1791508181818182
2016-06-16,0.19956207142857144
2016-06-17,0.22411562499999998
2016-06-18,0.19106166666666669
2016-06-19,0.15678485714285714
2016-06-20,0.16619440000000002
2016-06-21,0.1679827777777778
2016-06-22,0.18486195000000002
2016-06-23,0.16579682857142858
2016-06-24,0.18714613749999998
2016-06-25,0.17992506000000003
2016-06-26,0.1973484
2016-06-27,0.1698905
2016-06-28,0.1885857142857143
2016-06-29,0.1931506666666667
2016-06-30,0.22866607
2016-07-01,0.18675345
2016-07-02,0.22331733333333334
2016-07-03,0.2029755
2016-07-04,0.311794
2016-07-05,0.2421306666666667
2016-07-06,0.16597571428571428
2016-07-07,0.16646725555555555
2016-07-08,0.19972177777777778
2016-07-09,0.207579375
2016-07-10,0.1650504
2016-07-11,0.194687
2016-07-12,0.1868546
2016-07-13,0.1660700375
2016-07-14,0.19466819999999999
2016-07-15,0.181159
2016-07-16,0.17944247142857142
2016-07-17,0.2463753333333333
2016-07-18,0.1366498
2016-07-19,0.19836801999999998
2016-07-20,0.131592825
2016-07-21,0.31016575
2016-07-22,0.13849303333333332
2016-07-23,0.207317
2016-07-24,0.2461958333333333
2016-07-25,0.19006857142857145
2016-07-26,0.20429667777777777
2016-07-27,0.19211366666666665
2016-07-28,0.22154028571428572
2016-07-29,0.20454042857142857
2016-07-30,0.17095255
2016-07-31,0.236111
2016-08-01,0.220191
2016-08-02,0.20999555555555557
2016-08-03,0.1679696
2016-08-04,0.16818114285714286
2016-08-05,0.20501075
2016-08-06,0.1933595
2016-08-07,0.22571525
2016-08-08,0.172436
2016-08-09,0.13287296666666668
2016-08-10,0.191445
2016-08-11,0.3075856
2016-08-13,0.154762
2016-08-14,0.193243
2016-08-15,0.1392782
2016-08-16,0.26608745454545457
2016-08-17,0.1808706142857143
2016-08-18,0.233298
2016-08-19,0.12687533333333334
2016-08-21,0.1829935
2016-08-23,0.13373733333333335
2016-08-24,0.21135900000000002
2016-08-25,0.2104435222222222
2016-08-26,0.19122254444444445
2016-08-27,0.24465933333333334
2016-08-28,0.2366665
2016-08-29,0.17100258461538462
2016-08-30,0.22404433636363635
2016-08-31,0.19115834444444443
2016-09-01,0.2208148
2016-09-02,0.2109848
2016-09-03,0.18238100000000002
2016-09-04,0.14242566666666667
2016-09-05,0.2446109
2016-09-06,0.3349658
2016-09-07,0.142857
2016-09-08,0.19348116666666668
2016-09-09,0.156951
2016-09-10,0.2013075
2016-09-11,0.1423795
2016-09-12,0.1468953
2016-09-13,0.206219
2016-09-14,0.26660066666666665
2016-09-15,0.13434713
2016-09-16,0.372093
2016-09-17,0.2231705
2016-09-18,0.2685185
2016-09-19,0.19444225
2016-09-20,0.1966121142857143
2016-09-21,0.2529075
2016-09-22,0.2075753
2016-09-23,0.203658275
2016-09-24,0.126984
2016-09-25,0.22202366666666665
2016-09-26,0.1587692
2016-09-27,0.134615
2016-10-02,0.186638
2016-10-03,0.13412012222222225
2016-10-04,0.19132933333333332
2016-10-05,0.19821375
2016-10-06,0.14076126
2016-10-07,0.2445385
2016-10-09,0.191496
2016-10-10,0.191468
2016-10-11,0.182099
2016-10-12,0.1488772
2016-10-13,0.15959600000000002
2016-10-14,0.19783228571428574
2016-10-16,0.19461533333333336
2016-10-17,0.19311509999999998
2016-10-18,0.20929942857142855
2016-10-19,0.1622435142857143
2016-10-20,0.21279233333333333
2016-10-21,0.18302546666666666
2016-10-22,0.0472973
2016-10-23,0.1718595
2016-10-24,0.20551049999999998
2016-10-25,0.21428683333333334
2016-10-26,0.16044636666666667
2016-10-27,0.224299
2016-10-28,0.23317516666666668
2016-10-29,0.2219565
2016-10-30,0.2450795
2016-10-31,0.30118566666666663
2016-11-01,0.23476445454545455
2016-11-02,0.172414
2016-11-03,0.19785725
2016-11-04,0.3127795
2016-11-05,0.16279533333333332
2016-11-06,0.0816327
2016-11-07,0.22542866666666664
2016-11-08,0.1778845
2016-11-09,0.24536833333333333
2016-11-10,0.242647
2016-11-11,0.235
2016-11-13,0.2436468
2016-11-14,0.23109900000000003
2016-11-15,0.109756
2016-11-16,0.205063
2016-11-17,0.21396028333333336
2016-11-18,0.21128899999999998
2016-11-19,0.2162745
2016-11-20,0.1533335
2016-11-21,0.24267516666666666
2016-11-22,0.19354025
2016-11-23,0.1615637285714286
2016-11-24,0.19361585714285715
2016-11-25,0.114154
2016-11-26,0.30182570000000003
2016-11-28,0.1874706
2016-11-29,0.195858
2016-11-30,0.17320319285714286
2016-12-01,0.18760346363636363
2016-12-02,0.16830835
2016-12-03,0.2305016666666667
2016-12-04,0.19316433333333335
2016-12-05,0.243902
2016-12-06,0.18594646666666667
2016-12-07,0.155060075
2016-12-08,0.2550673333333333
2016-12-09,0.176083
2016-12-10,0.14366357142857145
2016-12-11,0.15416849999999999
2016-12-12,0.1577620142857143
2016-12-13,0.188246875
2016-12-14,0.2130413
2016-12-15,0.16869287500000002
2016-12-16,0.192842
2016-12-17,0.1749062
2016-12-18,0.157895
2016-12-19,0.18361275
2016-12-20,0.1787165
2016-12-21,0.305732
2016-12-22,0.255615
2016-12-23,0.21078400000000003
2016-12-25,0.2492205
2016-12-27,0.241935
2016-12-28,0.14296
2017-01-01,0.1730015
2017-01-02,0.20173078181818183
2017-01-03,0.21282375
2017-01-04,0.2509118
2017-01-05,0.2512834
2017-01-06,0.206870275
2017-01-07,0.174199
2017-01-08,0.17181757142857143
2017-01-09,0.340659
2017-01-10,0.20382975
2017-01-11,0.14911818333333335
2017-01-12,0.20571799999999998
2017-01-13,0.23911671428571427
2017-01-14,0.22092019999999998
2017-01-15,0.15748533333333334
2017-01-16,0.1579515
2017-01-17,0.24603986666666666
2017-01-18,0.2496595
2017-01-19,0.18171832000000002
2017-01-20,0.2071984
2017-01-21,0.130339
2017-01-22,0.21581833333333333
2017-01-23,0.16576533333333332
2017-01-24,0.21169644444444444
2017-01-25,0.2426456
2017-01-26,0.2391852857142857
2017-01-27,0.17214791818181818
2017-01-28,0.21733775
2017-01-29,0.21011499999999997
2017-01-30,0.18225755555555556
2017-01-31,0.19306616000000001
2017-02-01,0.14879633333333334
2017-02-02,0.2143799
2017-02-03,0.12131819999999999
2017-02-04,0.194099125
2017-02-05,0.167359
2017-02-06,0.19077341666666667
2017-02-07,0.14840066666666665
2017-02-08,0.19187116666666668
2017-02-09,0.15236333333333332
2017-02-10,0.185185
2017-02-11,0.21481442857142857
2017-02-12,0.180623
2017-02-13,0.16944343750000002
2017-02-14,0.21688057142857145
2017-02-15,0.23949333333333334
2017-02-16,0.200506175
2017-02-17,0.1507675
2017-02-18,0.2636216666666667
2017-02-19,0.22573666666666667
2017-02-20,0.20847225
2017-02-21,0.20393185714285716
2017-02-22,0.22759000000000001
2017-02-23,0.1257126
2017-02-24,0.17030233333333333
2017-02-25,0.222742
2017-02-26,0.13925625
2017-02-27,0.2881445
2017-02-28,0.155303
2017-03-01,0.19239208571428573
2017-03-02,0.22083566666666665
2017-03-03,0.156425
2017-03-04,0.26820533333333335
2017-03-05,0.178789
2017-03-06,0.21263483333333333
2017-03-07,0.23373080000000002
2017-03-08,0.194913
2017-03-09,0.16439994285714285
2017-03-10,0.166118
2017-03-11,0.210263
2017-03-12,0.24372466666666667
2017-03-13,0.25522257142857147
2017-03-14,0.19747338749999999
2017-03-15,0.199431
2017-03-16,0.147683
2017-03-17,0.20622447142857142
2017-03-18,0.28062825
2017-03-19,0.326564
2017-03-20,0.2863115
2017-03-21,0.14391236000000002
2017-03-22,0.1695405
2017-03-23,0.23622666666666667
2017-03-24,0.20441166666666666
2017-03-25,0.180328
2017-03-26,0.153839
2017-03-28,0.3033666666666667
2017-03-29,0.2599613333333333
2017-03-30,0.16158766
2017-03-31,0.262295
2017-04-01,0.21496300000000002
2017-04-02,0.1750004
2017-04-03,0.25222
2017-04-04,0.1835617625
2017-04-05,0.15615093
2017-04-06,0.18240366666666666
2017-04-07,0.24793669999999998
2017-04-08,0.22784562
2017-04-09,0.221399
2017-04-10,0.188156
2017-04-11,0.1989955
2017-04-12,0.1909266666666667
2017-04-13,0.1937222
2017-04-14,0.17514594
2017-04-15,0.22741575
2017-04-16,0.20258600000000002
2017-04-17,0.2682315714285714
2017-04-18,0.20432664285714286
2017-04-19,0.18005994285714286
2017-04-20,0.20474333333333336
2017-04-21,0.233817
2017-04-22,0.18091649999999998
2017-04-23,0.3105945
2017-04-24,0.2905625
2017-04-25,0.224108375
2017-04-26,0.22124575000000002
2017-04-27,0.23317525
2017-04-28,0.29246866666666665
2017-04-29,0.24796933333333335
2017-04-30,0.14869366666666667
2017-05-01,0.2464175
2017-05-02,0.2363608
2017-05-03,0.2558158
2017-05-04,0.215857
2017-05-05,0.2571066
2017-05-06,0.25864533333333334
2017-05-07,0.20289233333333334
2017-05-08,0.25588575
2017-05-09,0.21513985714285713
2017-05-10,0.23659116666666669
2017-05-11,0.24978733333333333
2017-05-12,0.220588
2017-05-13,0.191083
2017-05-14,0.2419275
2017-05-15,0.22659033333333334
2017-05-16,0.2980566666666667
2017-05-17,0.13831942
2017-05-18,0.15982001666666668
2017-05-19,0.1765652166666667
2017-05-20,0.17287388333333334
2017-05-21,0.1615187
2017-05-22,0.18620789090909093
2017-05-23,0.15361775555555557
2017-05-24,0.17731617777777778
2017-05-25,0.26099320000000004
2017-05-26,0.2167344
2017-05-27,0.1894461666666667
2017-05-28,0.24
2017-05-29,0.2253965
2017-05-30,0.24088166666666666
2017-05-31,0.22765349999999998
2017-06-01,0.22900416666666668
2017-06-02,0.22213650000000001
2017-06-03,0.21880685714285714
2017-06-04,0.260426
2017-06-05,0.22021333333333334
2017-06-06,0.1757445
2017-06-07,0.2382473625
2017-06-08,0.25255666666666665
2017-06-09,0.17169158333333334
2017-06-10,0.1316875
2017-06-11,0.19650700000000001
2017-06-12,0.16420266666666666
2017-06-13,0.22925166666666666
2017-06-14,0.17631528000000002
2017-06-15,0.2503915
2017-06-16,0.195567
2017-06-17,0.20804633333333333
2017-06-18,0.277778
2017-06-19,0.2419273333333333
2017-06-20,0.1539936
2017-06-21,0.107163775
2017-06-22,0.25883085714285714
2017-06-23,0.17385050000000002
2017-06-24,0.2342295
2017-06-25,0.280254
2017-06-26,0.13264733333333334
2017-06-27,0.209265
2017-06-28,0.22972147272727275
2017-06-29,0.21759350000000002
2017-06-30,0.18371085714285715
2017-07-01,0.2145662
2017-07-02,0.19841433333333333
2017-07-03,0.21499666666666664
2017-07-04,0.1336655
2017-07-05,0.21858400000000003
2017-07-06,0.194831
2017-07-07,0.21901522222222222
2017-07-08,0.1917334625
2017-07-09,0.366667
2017-07-10,0.225806
2017-07-11,0.2602413333333333
2017-07-12,0.19673727000000002
2017-07-13,0.24485625
2017-07-14,0.3104226666666667
2017-07-15,0.180556
2017-07-16,0.208928
2017-07-17,0.19337766666666667
2017-07-18,0.222044
2017-07-19,0.255447
2017-07-20,0.30924233333333334
2017-07-21,0.2519358333333333
2017-07-22,0.20677866666666667
2017-07-23,0.25561259999999997
2017-07-24,0.1985188
2017-07-25,0.268762
2017-07-26,0.263285
2017-07-27,0.23905175
2017-07-28,0.176746
2017-07-29,0.12705925
2017-07-30,0.2809875
2017-07-31,0.24297166666666667
2017-08-01,0.257031
2017-08-02,0.23080066666666665
2017-08-03,0.1981185
2017-08-04,0.1621495
2017-08-05,0.2396084
2017-08-06,0.1878617
2017-08-07,0.23288049999999996
2017-08-08,0.22182077777777778
2017-08-09,0.15937573333333335
2017-08-10,0.24012860000000003
2017-08-11,0.20217559999999998
2017-08-12,0.24675642857142857
2017-08-13,0.33472199999999996
2017-08-14,0.2191139
2017-08-15,0.221833375
2017-08-16,0.23794099999999999
2017-08-17,0.2536083333333333
2017-08-18,0.24637025
2017-08-19,0.24806599999999998
2017-08-20,0.28401366666666666
2017-08-21,0.2565024
2017-08-22,0.137914
2017-08-23,0.257576
2017-08-24,0.19160357142857146
2017-08-25,0.2094955
2017-08-26,0.2037086
2017-08-27,0.223529
2017-08-28,0.204098
2017-08-29,0.23022700000000001
2017-08-30,0.2630774
2017-08-31,0.195328
2017-09-01,0.172424
2017-09-02,0.22192266666666668
2017-09-03,0.283945
2017-09-04,0.25804475
2017-09-05,0.254228
2017-09-06,0.21603583333333332
2017-09-07,0.258503
2017-09-08,0.19115276923076924
2017-09-09,0.3002678
2017-09-10,0.22421225
2017-09-11,0.23570057142857143
2017-09-12,0.271191625
2017-09-13,0.2190161111111111
2017-09-14,0.229552125
2017-09-15,0.23224766666666666
2017-09-16,0.2515546
2017-09-17,0.1923705
2017-09-18,0.243511
2017-09-19,0.2352028
2017-09-20,0.23068005555555557
2017-09-21,0.228621
2017-09-22,0.249656
2017-09-23,0.24420775
2017-09-24,0.34238979999999997
2017-09-25,0.21177775
2017-09-26,0.2519496666666667
2017-09-27,0.2098912
2017-09-28,0.20604507142857145
2017-09-29,0.2289287777777778
2017-09-30,0.30425225
2017-10-01,0.228343
2017-10-02,0.23586939999999998
2017-10-03,0.2785876666666667
2017-10-04,0.191919
2017-10-05,0.22039263636363637
2017-10-06,0.21049725
2017-10-07,0.24269599999999997
2017-10-08,0.2701065
2017-10-09,0.2389285
2017-10-10,0.194498
2017-10-11,0.1973963333333333
2017-10-12,0.18733146666666667
2017-10-13,0.26087499999999997
2017-10-14,0.28305199999999997
2017-10-15,0.2008412
2017-10-16,0.181818
2017-10-17,0.24730075
2017-10-18,0.21331626250000002
2017-10-19,0.17650422
2017-10-20,0.27255233333333334
2017-10-21,0.18896045
2017-10-22,0.22820966666666664
2017-10-23,0.21169525
2017-10-24,0.339998
2017-10-25,0.2321825
2017-10-26,0.24989080000000002
2017-10-27,0.14257525
2017-10-28,0.327869
2017-10-29,0.242574
2017-10-30,0.2030545
2017-10-31,0.175676
2017-11-03,0.1791655
2017-11-04,0.166667
2017-11-05,0.262076
2017-11-06,0.20736353333333332
2017-11-07,0.236842
2017-11-08,0.22963
2017-11-12,0.25836466666666663
2017-11-13,0.2367738
2017-11-14,0.268657
2017-11-15,0.2634615
2017-11-16,0.231579
2017-11-18,0.2725626666666667
2017-11-19,0.2279973333333333
2017-11-20,0.3021925
2017-11-21,0.25
2017-11-22,0.32513000000000003
2017-11-23,0.2199895
2017-11-24,0.167635
2017-11-25,0.2717912
2017-11-26,0.319014
2017-11-27,0.21552149999999998
2017-11-28,0.22191325
2017-11-29,0.322114
2017-11-30,0.2364175
2017-12-01,0.17014474999999998
2017-12-02,0.25642133333333333
2017-12-03,0.25225759999999997
2017-12-04,0.25004675
2017-12-05,0.16805725
2017-12-06,0.26144933333333337
2017-12-07,0.315764
2017-12-08,0.1698103333333333
2017-12-09,0.2
2017-12-11,0.22544213333333332
2017-12-12,0.26015900000000003
2017-12-13,0.20557999999999998
2017-12-14,0.248757
2017-12-15,0.24222433333333335
2017-12-18,0.2319445
2017-12-19,0.223146
2017-12-20,0.0884354
2017-12-21,0.127273
2017-12-22,0.19375
2017-12-25,0.111111
2017-12-26,0.318841
2017-12-27,0.2249215
2017-12-28,0.166667
2017-12-29,0.263736
2018-01-01,0.22842133333333334
2018-01-02,0.25671099999999997
2018-01-03,0.20597700000000002
2018-01-04,0.2016946
2018-01-06,0.18681199999999998
2018-01-07,0.305736
2018-01-08,0.21928073333333334
2018-01-09,0.20105116666666667
2018-01-11,0.26965525
2018-01-12,0.25914325
2018-01-13,0.16129
2018-01-14,0.22690533333333332
2018-01-15,0.2358795
2018-01-16,0.18173025
2018-01-17,0.2092063333333333
2018-01-18,0.1893994
2018-01-19,0.1673426
2018-01-20,0.157143
2018-01-21,0.22722333333333333
2018-01-22,0.20500533333333334
2018-01-23,0.20602883333333333
2018-01-24,0.22183733333333333
2018-01-25,0.20680023636363637
2018-01-26,0.25984983333333334
2018-01-27,0.2863771666666667
2018-01-28,0.18925094
2018-01-29,0.31481133333333333
2018-01-30,0.19526183333333333
2018-01-31,0.20566383333333335
2018-02-01,0.25716333333333335
2018-02-02,0.1936852
